Date,Open,High,Low,Close,Adj Close,Volume
2007-04-17,13.142858,13.185715,12.814285,12.907143,11.570395,187980100
2007-04-18,12.88,12.978572,12.8,12.914286,11.576797,116011000
2007-04-19,12.884286,13.035714,12.832857,12.895715,11.56015,106478400
2007-04-20,12.984285,13.025714,12.935715,12.995714,11.649794,130694900
2007-04-23,13.084286,13.4,13.06,13.358571,11.975071,195072500
2007-04-24,13.422857,13.77,13.042857,13.32,11.940492,263813200
2007-04-25,13.461429,13.628572,13.4,13.621428,12.210709,296786000
2007-04-26,14.511429,14.642858,14.042857,14.12,12.657641,434444500
2007-04-27,14.025714,14.278571,13.955714,14.274285,12.795946,174850900
2007-04-30,14.298572,14.428572,14.238571,14.257143,12.780581,154127400
2007-05-01,14.227143,14.335714,14.078571,14.21,12.738319,133130900
2007-05-02,14.235714,14.362857,14.21,14.341429,12.856138,126286300
2007-05-03,14.39,14.492857,14.287143,14.342857,12.857415,144019400
2007-05-04,14.4,14.514286,14.357142,14.401428,12.909922,95496800
2007-05-07,14.44,14.907143,14.43,14.845715,13.308197,215389300
2007-05-08,14.781428,15.021428,14.774285,15.008572,13.454184,195999300
2007-05-09,14.987143,15.28,14.984285,15.268572,13.687257,179439400
2007-05-10,15.232857,15.548572,15.131429,15.334286,13.746166,299314400
2007-05-11,15.391429,15.59,15.254286,15.534286,13.925454,163424100
2007-05-14,15.66,15.714286,15.464286,15.622857,14.004852,162986600
2007-05-15,15.652857,15.742857,15.211429,15.36,13.769217,238628600
2007-05-16,15.504286,15.547143,14.774285,15.334286,13.746166,281691900
2007-05-17,15.307143,15.695714,15.307143,15.634286,14.015098,183822800
2007-05-18,15.747143,15.805715,15.681429,15.717143,14.089373,155336300
2007-05-21,15.758572,16.064285,15.721429,15.997143,14.340376,159973100
2007-05-22,16.07,16.25,16.001429,16.219999,14.540149,143102400
2007-05-23,16.288572,16.428572,16.084286,16.127142,14.456912,227843700
2007-05-24,16.115715,16.351429,15.767143,15.812857,14.175173,221840500
2007-05-25,16.0,16.254286,15.928572,16.231428,14.550395,158239900
2007-05-29,16.35,16.408571,16.098572,16.335714,14.643882,161423500
2007-05-30,16.328571,16.982857,16.218571,16.967142,15.209914,369611200
2007-05-31,17.152857,17.452858,17.077143,17.312857,15.519823,324266600
2007-06-01,17.299999,17.312857,16.898571,16.914286,15.162531,221315500
2007-06-04,16.947144,17.389999,16.842857,17.332857,15.537753,221668300
2007-06-05,17.344286,17.527143,17.214285,17.524286,15.709361,230196400
2007-06-06,17.471428,17.721428,17.421429,17.662857,15.833576,278060300
2007-06-07,17.855715,18.23,17.598572,17.724285,15.888645,478769900
2007-06-08,17.974285,17.975714,17.469999,17.784286,15.942432,310420600
2007-06-11,18.0,18.021429,17.077143,17.17,15.391762,468564600
2007-06-12,17.049999,17.387142,16.901428,17.197144,15.416092,356641600
2007-06-13,17.307142,17.312857,16.485714,16.785715,15.047276,430338300
2007-06-14,16.742857,17.064285,16.631428,16.964285,15.207353,243316500
2007-06-15,17.231428,17.238571,17.122858,17.214285,15.431462,202804700
2007-06-18,17.611429,17.882856,17.505714,17.870001,16.019264,227651200
2007-06-19,17.812857,17.858572,17.558571,17.665714,15.836138,235756500
2007-06-20,17.695715,17.808571,17.357143,17.364286,15.565925,224378000
2007-06-21,17.385714,17.755714,17.245714,17.700001,15.866874,216761300
2007-06-22,17.692858,17.778572,17.482857,17.571428,15.751616,157969000
2007-06-25,17.741428,17.870001,17.294285,17.477142,15.667096,241350900
2007-06-26,17.711428,17.714285,16.959999,17.092857,15.322611,336251300
2007-06-27,17.23,17.434286,17.037144,17.412857,15.609463,243674200
2007-06-28,17.48,17.498571,17.142857,17.222857,15.439143,209535900
2007-06-29,17.424286,17.714285,17.298571,17.434286,15.628678,284460400
2007-07-02,17.292856,17.441429,17.042856,17.322857,15.528787,248715600
2007-07-03,17.428572,18.200001,17.357143,18.167143,16.285633,290620400
2007-07-05,18.4,18.995714,18.384285,18.964285,17.000221,363262900
2007-07-06,19.018572,19.048571,18.628571,18.9,16.942589,218673700
2007-07-09,18.911428,18.985714,18.454287,18.618572,16.690311,248955000
2007-07-10,18.411428,19.214285,18.401428,18.907143,16.948996,313751900
2007-07-11,18.867144,19.1,18.758572,18.912857,16.954121,205443000
2007-07-12,19.121429,19.177143,18.912857,19.152857,17.16926,176152200
2007-07-13,19.290001,19.692858,19.217142,19.675714,17.63797,226901500
2007-07-16,19.77,19.997143,19.642857,19.728571,17.685354,234028200
2007-07-17,19.757143,19.942858,19.642857,19.844286,17.789083,177489900
2007-07-18,19.741428,19.777143,19.434286,19.731428,17.687916,189214200
2007-07-19,20.042856,20.115715,19.950001,20.0,17.928667,183222900
2007-07-20,20.235714,20.597143,20.0,20.535715,18.408903,291943400
2007-07-23,20.472857,20.745714,20.132856,20.528572,18.402496,259122500
2007-07-24,19.84,20.142857,19.164286,19.27,17.274271,448823200
2007-07-25,19.621429,19.765715,19.285715,19.608572,17.577784,374045700
2007-07-26,20.844286,21.214285,19.565714,20.857143,18.697041,546657300
2007-07-27,20.884285,21.274286,20.540001,20.549999,18.421707,290274600
2007-07-30,20.618572,20.778572,19.938572,20.204287,18.111801,276747100
2007-07-31,20.424286,20.497143,18.788572,18.822857,16.873434,440598200
2007-08-01,19.091429,19.34,18.252857,19.285715,17.288361,437539200
2007-08-02,19.521429,19.565714,19.164286,19.498571,17.479176,213161200
2007-08-03,19.322857,19.421429,18.785715,18.835714,16.884966,169796900
2007-08-06,18.985714,19.324286,18.328571,19.321428,17.320368,231292600
2007-08-07,19.277143,19.605715,18.947144,19.290001,17.292204,237484100
2007-08-08,19.537144,19.551428,18.857143,19.144285,17.161585,202024200
2007-08-09,18.73,19.0,17.870001,18.055714,16.185745,281348900
2007-08-10,17.588572,18.25,17.185715,17.857143,16.007738,352687300
2007-08-13,18.331429,18.478571,18.071428,18.255714,16.365036,188227900
2007-08-14,18.327143,18.328571,17.672857,17.718571,15.88352,184751700
2007-08-15,17.534286,17.837143,17.092857,17.128571,15.354622,248213000
2007-08-16,16.715714,16.928572,15.945714,16.721428,14.989646,466672500
2007-08-17,17.43,17.642857,17.117144,17.437143,15.631235,298765600
2007-08-20,17.70857,17.785715,17.214285,17.459999,15.651728,200829300
2007-08-21,17.45857,18.422857,17.285715,18.224285,16.336861,325761800
2007-08-22,18.745714,18.964285,18.618572,18.93,16.969484,265441400
2007-08-23,19.012857,19.048571,18.537144,18.724285,16.785072,216709500
2007-08-24,18.647142,19.338572,18.544285,19.328571,17.326777,227958500
2007-08-27,19.055714,19.237143,18.871429,18.892857,16.936188,176859900
2007-08-28,18.712856,18.915714,18.09,18.117144,16.240812,294841400
2007-08-29,18.554285,19.168571,18.505714,19.154285,17.170538,291715200
2007-08-30,18.952858,19.75,18.9,19.464285,17.448439,358895600
2007-08-31,19.927143,19.950001,19.629999,19.782858,17.734016,219221800
2007-09-04,19.991428,20.818571,19.977142,20.594286,18.461405,329210700
2007-09-05,20.709999,20.834286,19.442858,19.537144,17.51375,582055600
2007-09-06,19.365715,19.652857,18.95857,19.287144,17.289637,475315400
2007-09-07,18.858572,18.9,18.571428,18.824286,16.874718,357644000
2007-09-10,19.57,19.719999,19.135714,19.530001,17.507343,371959700
2007-09-11,19.700001,19.757143,19.107143,19.355715,17.35111,242971400
2007-09-12,19.427143,19.914286,19.392857,19.549999,17.525278,255692500
2007-09-13,19.832857,19.857143,19.521429,19.6,17.570095,164040800
2007-09-14,19.51,19.854286,19.457144,19.83,17.776274,151830000
2007-09-17,19.855715,20.084286,19.657143,19.772858,17.725054,198342900
2007-09-18,19.865715,20.407143,19.690001,20.131428,18.046482,266022400
2007-09-19,20.431429,20.451429,19.914286,20.110001,18.027277,256720100
2007-09-20,20.021429,20.255714,19.902857,20.044285,17.968367,172960200
2007-09-21,20.162857,20.664286,20.044285,20.592857,18.460123,284720100
2007-09-24,20.961428,21.407143,20.950001,21.182858,18.989023,263040400
2007-09-25,20.977142,21.888571,20.974285,21.882856,19.616522,298137700
2007-09-26,22.067142,22.142857,21.607143,21.824286,19.56402,243817000
2007-09-27,21.967142,22.074286,21.76,22.071428,19.785568,164549700
2007-09-28,21.92,22.085714,21.821428,21.924286,19.653664,153775300
2007-10-01,22.09,22.487143,21.847143,22.334286,20.021204,209267100
2007-10-02,22.364286,22.655714,22.27,22.635714,20.291412,198017400
2007-10-03,22.540001,22.74,22.43,22.559999,20.223536,173129600
2007-10-04,22.571428,22.582857,21.928572,22.32,20.008396,164239600
2007-10-05,22.624287,23.082857,22.528572,23.064285,20.6756,235867800
2007-10-08,23.355715,23.987143,23.281429,23.987143,21.502874,208982200
2007-10-09,24.314285,24.444286,23.811428,23.98,21.496475,276071600
2007-10-10,23.935715,23.982857,23.657143,23.827143,21.359447,166897500
2007-10-11,24.212856,24.554285,21.887142,23.175714,20.775484,410998000
2007-10-12,23.287144,23.897142,23.114286,23.892857,21.418356,247044000
2007-10-15,23.997143,24.224285,23.357143,23.854286,21.38378,269482500
2007-10-16,23.648571,24.311428,23.592857,24.225714,21.71674,266957600
2007-10-17,24.67,24.719999,24.168571,24.678572,22.122698,281903300
2007-10-18,24.5,24.884285,24.435715,24.785715,22.218744,205919000
2007-10-19,24.891428,24.947144,24.285715,24.345715,21.824312,322945000
2007-10-22,24.335714,24.985714,24.280001,24.908571,22.328878,412374900
2007-10-23,26.937143,26.942858,26.108572,26.594286,23.840008,448791000
2007-10-24,26.544285,26.744286,25.605715,26.561428,23.810555,322120400
2007-10-25,26.41,26.557142,25.951429,26.111429,23.407162,243400500
2007-10-26,26.469999,26.481428,26.125713,26.385714,23.653038,176719200
2007-10-29,26.492857,26.655714,26.385714,26.441429,23.702988,135138500
2007-10-30,26.597143,27.052856,26.389999,26.714285,23.947578,234853500
2007-10-31,26.804285,27.16,26.421429,27.135714,24.325365,208327700
2007-11-01,26.942858,27.157143,25.714285,26.777143,24.003931,201259100
2007-11-02,27.030001,27.062857,26.212856,26.838572,24.058996,250528600
2007-11-05,26.469999,26.994286,26.32,26.597143,23.842573,201044200
2007-11-06,26.721428,27.428572,26.467142,27.398571,24.560997,238681800
2007-11-07,27.23,27.525715,26.59,26.614286,23.857937,248581900
2007-11-08,26.667143,26.700001,23.967142,25.067142,22.471025,472594500
2007-11-09,24.450001,25.017143,23.601429,23.624287,21.177595,381595200
2007-11-12,23.611429,23.957144,21.518572,21.965714,19.690805,442266300
2007-11-13,22.978571,24.425714,21.965714,24.280001,21.765409,434861700
2007-11-14,25.308571,25.367144,23.391428,23.73,21.272366,362292000
2007-11-15,23.77,24.227142,22.9,23.471428,21.040573,371852600
2007-11-16,23.614286,23.860001,22.761429,23.77,21.308224,345873500
2007-11-19,23.728571,24.028572,23.157143,23.421429,20.995754,288607200
2007-11-20,23.667143,24.54143,23.361429,24.121429,21.623259,385910700
2007-11-21,23.691429,24.621429,23.524286,24.065714,21.573313,304452400
2007-11-23,24.571428,24.578571,24.25,24.505714,21.967743,116439400
2007-11-26,24.798571,25.324286,24.621429,24.648571,22.09581,326438700
2007-11-27,25.031429,25.112858,24.287144,24.972857,22.386503,329257600
2007-11-28,25.26,25.799999,25.049999,25.745714,23.079321,287728000
2007-11-29,25.632856,26.452858,25.592857,26.327143,23.600533,262731700
2007-11-30,26.762857,26.814285,25.671429,26.031429,23.335445,296950500
2007-12-03,25.98,26.305714,25.385714,25.551428,22.905157,240367400
2007-12-04,25.307142,25.842857,25.284286,25.687143,23.026812,193449900
2007-12-05,26.127142,26.571428,26.058571,26.5,23.755489,223100500
2007-12-06,26.598572,27.157143,26.588572,27.135714,24.325365,224952700
2007-12-07,27.219999,27.855715,26.862858,27.757143,24.882427,266516600
2007-12-10,27.655714,27.951429,27.527143,27.744286,24.870907,180594400
2007-12-11,27.821428,28.118572,26.77,26.934286,24.144796,277731300
2007-12-12,27.634285,27.782858,26.537144,27.265715,24.441898,306415200
2007-12-13,27.17,27.445715,26.831429,27.404285,24.566122,216154400
2007-12-14,27.195715,27.6,27.077143,27.198572,24.38171,168578200
2007-12-17,27.245714,27.521429,26.139999,26.342857,23.614616,256173400
2007-12-18,26.645714,26.761429,25.514286,26.139999,23.432772,305650800
2007-12-19,26.139999,26.377142,25.842857,26.16,23.450703,206869600
2007-12-20,26.49,26.832857,26.190001,26.744286,23.97447,193514300
2007-12-21,27.16,27.701429,27.127142,27.701429,24.832487,248490200
2007-12-24,27.861429,28.475714,27.827143,28.4,25.458712,120050700
2007-12-26,28.43,28.70857,28.117144,28.421429,25.477921,175933100
2007-12-27,28.421429,28.994286,28.257143,28.367144,25.429255,198881900
2007-12-28,28.655714,28.794285,28.125713,28.547142,25.590614,174911800
2007-12-31,28.5,28.642857,28.25,28.297142,25.366503,134833300
2008-01-02,28.467142,28.608572,27.507143,27.834286,24.951582,269794700
2008-01-03,27.915714,28.198572,27.527143,27.847143,24.963108,210516600
2008-01-04,27.35,27.571428,25.555714,25.721428,23.057547,363958000
2008-01-07,25.892857,26.228571,24.318571,25.377142,22.748917,518048300
2008-01-08,25.734285,26.065714,24.4,24.464285,21.930607,380954000
2008-01-09,24.471428,25.642857,24.042856,25.628571,22.974308,453470500
2008-01-10,25.368572,25.857143,25.058571,25.431429,22.797581,370743800
2008-01-11,25.142857,25.407143,24.285715,24.67,22.115015,308071400
2008-01-14,25.360001,25.631428,25.024286,25.540001,22.894909,275112600
2008-01-15,25.388571,25.602858,23.522858,24.148571,21.647589,585819500
2008-01-16,23.604286,24.144285,22.385714,22.805714,20.443804,553461300
2008-01-17,23.072857,23.622858,22.631428,22.984285,20.603884,439464900
2008-01-18,23.101429,23.678572,22.801428,23.051428,20.66407,431085900
2008-01-22,21.151428,22.854286,20.857143,22.234285,19.931557,608688500
2008-01-23,19.455715,20.0,18.02,19.867144,17.809572,843242400
2008-01-24,19.998571,20.1,18.858572,19.371429,17.365198,501466700
2008-01-25,19.855715,19.870001,18.515715,18.572857,16.64933,388684800
2008-01-28,18.308571,19.028572,18.064285,18.572857,16.64933,368711000
2008-01-29,18.735714,18.969999,18.435715,18.79143,16.845266,274995700
2008-01-30,18.767143,19.35,18.571428,18.882856,16.927225,310762900
2008-01-31,18.492857,19.521429,18.485714,19.337143,17.334463,336418600
2008-02-01,19.462856,19.512857,18.882856,19.107143,17.128279,252686000
2008-02-04,19.172857,19.414286,18.774286,18.807142,16.859354,224808500
2008-02-05,18.632856,19.142857,18.414286,18.48,16.56609,285260500
2008-02-06,18.690001,18.845715,17.395714,17.428572,15.623555,393318100
2008-02-07,17.138571,17.825714,16.752857,17.32,15.526225,520832900
2008-02-08,17.440001,17.957144,17.371429,17.925714,16.06921,338993200
2008-02-11,18.287144,18.568571,18.171429,18.492857,16.577616,300358100
2008-02-12,18.671429,18.714285,17.66,17.837143,15.989813,306495000
2008-02-13,18.097143,18.540001,17.947144,18.485714,16.571217,242133500
2008-02-14,18.485714,18.685715,18.144285,18.20857,16.322771,238524300
2008-02-15,18.038572,18.154285,17.722857,17.804285,15.960355,225325100
2008-02-19,17.998571,18.107143,17.348572,17.454287,15.646605,251261500
2008-02-20,17.457144,17.799999,17.382856,17.688572,15.856628,241859800
2008-02-21,18.007143,18.067142,17.265715,17.362858,15.564646,234528700
2008-02-22,17.497143,17.501429,16.552856,17.065714,15.298277,382469500
2008-02-25,16.941429,17.167143,16.665714,17.105715,15.334135,314193600
2008-02-26,16.805714,17.298571,16.491428,17.021429,15.258579,376222000
2008-02-27,16.889999,17.578571,16.870001,17.565714,15.746495,368784500
2008-02-28,18.171429,18.885714,17.967142,18.558571,16.63652,404563600
2008-02-29,18.469999,18.601429,17.828571,17.860001,16.0103,313870200
2008-03-03,17.777143,17.997143,16.857143,17.389999,15.588975,398260800
2008-03-04,17.427143,17.84,17.200001,17.802856,15.959074,446345900
2008-03-05,17.654285,17.877142,17.464285,17.784286,15.942432,305459000
2008-03-06,17.801428,18.214285,17.258572,17.275715,15.486528,368424700
2008-03-07,17.201429,17.568571,17.007143,17.464285,15.655568,307615700
2008-03-10,17.425714,17.637142,17.052856,17.098572,15.32773,249897200
2008-03-11,17.728571,18.211428,17.428572,18.192858,16.308683,290985800
2008-03-12,18.148571,18.382856,17.881428,18.004286,16.139641,264907300
2008-03-13,17.728571,18.5,17.571428,18.277143,16.384245,315525700
2008-03-14,18.554285,18.614286,17.742857,18.087143,16.213923,289160200
2008-03-17,17.507143,18.370001,17.507143,18.104286,16.229288,268149700
2008-03-18,18.454287,19.0,18.381428,18.974285,17.00918,301280000
2008-03-19,19.017143,19.184286,18.524286,18.524286,16.605791,252634200
2008-03-20,18.731428,19.04143,18.454287,19.038572,17.066809,227196900
2008-03-24,19.144285,20.121429,19.091429,19.932858,17.868479,266730100
2008-03-25,19.994286,20.442858,19.618572,20.139999,18.054167,263097800
2008-03-26,20.124287,20.82,20.091429,20.722857,18.576662,295521100
2008-03-27,20.707144,20.758572,19.998571,20.035715,17.960686,249957400
2008-03-28,20.257143,20.664286,20.228571,20.43,18.314135,178652600
2008-03-31,20.467142,20.815714,20.360001,20.5,18.376886,192016300
2008-04-01,20.9,21.379999,20.515715,21.361429,19.149105,258141800
2008-04-02,21.254286,21.6,20.835714,21.07,18.887856,261242100
2008-04-03,21.008572,21.947144,21.0,21.658571,19.415468,262892000
2008-04-04,21.741428,22.101429,21.535715,21.868572,19.60372,213604300
2008-04-07,22.304285,22.812857,22.158571,22.27,19.963577,289581600
2008-04-08,21.935715,22.35,21.76,21.834286,19.572987,253573600
2008-04-09,21.901428,21.984285,21.494286,21.634285,19.393694,218349600
2008-04-10,21.59,22.202858,21.514286,22.078571,19.791969,238940800
2008-04-11,21.817142,21.9,20.914286,21.02,18.843031,302519000
2008-04-14,20.967142,21.321428,20.648571,21.111429,18.924994,211271900
2008-04-15,21.342857,21.388571,20.817142,21.197144,19.001825,174509300
2008-04-16,21.674286,22.014286,21.517143,21.957144,19.683119,198943500
2008-04-17,22.024286,22.285715,21.907143,22.07,19.784285,176066800
2008-04-18,22.731428,23.18,22.625713,23.005714,20.623093,256691400
2008-04-21,23.172857,24.071428,23.108572,24.022858,21.534891,259788200
2008-04-22,23.914286,24.0,22.584286,22.885714,20.515516,359893100
2008-04-23,23.435715,23.548571,23.011429,23.27,20.86001,376047700
